arch type   mix	 threads ms	    ops	
AMD MSQueue	50PW	8	5021.56	10000000
AMD MSQueue	50PW	8	5025.11	10000000
AMD MSQueue	50PW	8	5024.87	10000000
AMD MSQueue	50PW	8	5024.23	10000000
AMD MSQueue	50PW	9	6855.29	10000000
AMD MSQueue	50PW	9	6842.06	10000000
AMD MSQueue	50PW	9	6838.76	10000000
AMD MSQueue	50PW	9	6832.76	10000000
AMD MSQueue	50PW	9	6834.82	10000000
AMD MSQueue	50PW	9	6847.67	10000000
AMD MSQueue	50PW	9	6838.90	10000000
AMD MSQueue	50PW	9	6843.44	10000000
AMD MSQueue	50PW	9	6838.05	10000000
AMD MSQueue	50PW	9	6838.38	10000000
AMD MSQueue	50PW	10	7256.55	10000000
AMD MSQueue	50PW	10	7227.79	10000000
AMD MSQueue	50PW	10	7225.44	10000000
AMD MSQueue	50PW	10	7218.13	10000000
AMD MSQueue	50PW	10	7222.41	10000000
AMD MSQueue	50PW	10	7229.71	10000000
AMD MSQueue	50PW	10	7223.11	10000000
AMD MSQueue	50PW	10	7229.71	10000000
AMD MSQueue	50PW	10	7223.11	10000000
AMD MSQueue	50PW	10	7219.55	10000000
AMD MSQueue	50PW	11	7102.26	10000000
AMD MSQueue	50PW	11	7011.67	10000000
AMD MSQueue	50PW	11	7022.79	10000000
AMD MSQueue	50PW	11	7014.31	10000000
AMD MSQueue	50PW	11	7019.35	10000000
AMD MSQueue	50PW	11	7018.99	10000000
AMD MSQueue	50PW	11	7022.02	10000000
AMD MSQueue	50PW	11	7018.11	10000000
AMD MSQueue	50PW	11	7023.48	10000000
AMD MSQueue	50PW	11	7022.92	10000000
AMD MSQueue	50PW	12	7606.00	10000000
AMD MSQueue	50PW	12	7421.50	10000000
AMD MSQueue	50PW	12	7424.25	10000000
AMD MSQueue	50PW	12	7419.16	10000000
AMD MSQueue	50PW	12	7426.73	10000000
AMD MSQueue	50PW	12	7427.12	10000000
AMD MSQueue	50PW	12	7429.67	10000000
AMD MSQueue	50PW	12	7424.75	10000000
AMD MSQueue	50PW	12	7424.27	10000000
AMD MSQueue	50PW	12	7428.49	10000000
AMD MSQueue	50PW	13	8624.11	10000000
AMD MSQueue	50PW	13	8496.09	10000000
AMD MSQueue	50PW	13	8505.85	10000000
AMD MSQueue	50PW	13	8497.00	10000000
AMD MSQueue	50PW	13	8475.25	10000000
AMD MSQueue	50PW	13	8482.83	10000000
AMD MSQueue	50PW	13	8481.72	10000000
AMD MSQueue	50PW	13	8473.51	10000000
AMD MSQueue	50PW	13	8482.26	10000000
AMD MSQueue	50PW	13	8485.77	10000000
AMD MSQueue	50PW	14	8630.38	10000000
AMD MSQueue	50PW	14	8512.16	10000000
AMD MSQueue	50PW	14	8514.79	10000000
AMD MSQueue	50PW	14	8519.59	10000000
AMD MSQueue	50PW	14	8518.38	10000000
AMD MSQueue	50PW	14	8511.42	10000000
AMD MSQueue	50PW	14	8522.31	10000000
AMD MSQueue	50PW	14	8515.50	10000000
AMD MSQueue	50PW	14	8515.13	10000000
AMD MSQueue	50PW	14	8513.00	10000000
AMD MSQueue	50PW	15	8541.12	10000000
AMD MSQueue	50PW	15	8314.04	10000000
AMD MSQueue	50PW	15	8315.06	10000000
AMD MSQueue	50PW	15	8312.22	10000000
AMD MSQueue	50PW	15	8315.84	10000000
AMD MSQueue	50PW	15	8311.74	10000000
AMD MSQueue	50PW	15	8312.35	10000000
AMD MSQueue	50PW	15	8308.03	10000000
AMD MSQueue	50PW	15	8311.81	10000000
AMD MSQueue	50PW	15	8313.97	10000000
AMD MSQueue	50PW	16	8764.76	10000000
AMD MSQueue	50PW	16	8471.46	10000000
AMD MSQueue	50PW	16	8462.73	10000000
AMD MSQueue	50PW	16	8430.62	10000000
AMD MSQueue	50PW	16	8461.07	10000000
AMD MSQueue	50PW	16	8470.93	10000000
AMD MSQueue	50PW	16	8459.81	10000000
AMD MSQueue	50PW	16	8461.84	10000000
AMD MSQueue	50PW	16	8445.05	10000000
AMD MSQueue	50PW	16	8423.32	10000000
AMD MSQueue	50PW	17	10094.75	10000000
AMD MSQueue	50PW	17	9838.99	10000000
AMD MSQueue	50PW	17	9767.44	10000000
AMD MSQueue	50PW	17	9854.64	10000000
AMD MSQueue	50PW	17	9825.10	10000000
AMD MSQueue	50PW	17	9808.61	10000000
AMD MSQueue	50PW	17	9831.61	10000000
AMD MSQueue	50PW	17	9817.59	10000000
AMD MSQueue	50PW	17	9805.33	10000000
AMD MSQueue	50PW	17	9821.78	10000000
AMD MSQueue	50PW	18	9773.02	10000000
AMD MSQueue	50PW	18	9769.73	10000000
AMD MSQueue	50PW	18	10724.20	10000000
AMD MSQueue	50PW	18	9842.47	10000000
AMD MSQueue	50PW	18	9844.18	10000000
AMD MSQueue	50PW	18	9825.09	10000000
AMD MSQueue	50PW	18	9841.26	10000000
AMD MSQueue	50PW	18	9847.00	10000000
AMD MSQueue	50PW	18	9843.36	10000000
AMD MSQueue	50PW	18	9858.10	10000000
AMD MSQueue	50PW	18	9847.26	10000000
AMD MSQueue	50PW	18	9843.38	10000000
AMD MSQueue	50PW	18	9848.47	10000000
AMD MSQueue	50PW	19	9711.11	10000000
AMD MSQueue	50PW	19	9696.07	10000000
AMD MSQueue	50PW	19	9708.91	10000000
AMD MSQueue	50PW	19	9715.05	10000000
AMD MSQueue	50PW	19	9715.90	10000000
AMD MSQueue	50PW	19	9703.78	10000000
AMD MSQueue	50PW	19	9725.28	10000000
AMD MSQueue	50PW	19	9720.36	10000000
AMD MSQueue	50PW	19	9705.91	10000000
AMD MSQueue	50PW	19	9708.45	10000000
AMD MSQueue	50PW	20	10229.17	10000000
AMD MSQueue	50PW	20	9908.53	10000000
AMD MSQueue	50PW	20	9939.35	10000000
AMD MSQueue	50PW	20	9954.51	10000000
AMD MSQueue	50PW	20	9920.84	10000000
AMD MSQueue	50PW	20	9944.07	10000000
AMD MSQueue	50PW	20	9976.88	10000000
AMD MSQueue	50PW	20	9968.51	10000000
AMD MSQueue	50PW	20	9901.82	10000000
AMD MSQueue	50PW	20	9966.78	10000000
AMD MSQueue	50PW	21	11709.54	10000000
AMD MSQueue	50PW	21	11403.64	10000000
AMD MSQueue	50PW	21	11365.63	10000000
AMD MSQueue	50PW	21	11372.51	10000000
AMD MSQueue	50PW	21	11458.70	10000000
AMD MSQueue	50PW	21	11362.14	10000000
AMD MSQueue	50PW	21	11374.08	10000000
AMD MSQueue	50PW	21	11411.52	10000000
AMD MSQueue	50PW	21	11375.47	10000000
AMD MSQueue	50PW	21	11361.62	10000000
AMD MSQueue	50PW	22	12155.69	10000000
AMD MSQueue	50PW	22	11933.59	10000000
AMD MSQueue	50PW	22	11910.34	10000000
AMD MSQueue	50PW	22	11927.26	10000000
AMD MSQueue	50PW	22	11918.75	10000000
AMD MSQueue	50PW	22	11911.17	10000000
AMD MSQueue	50PW	22	11922.18	10000000
AMD MSQueue	50PW	22	11907.13	10000000
AMD MSQueue	50PW	22	11916.29	10000000
AMD MSQueue	50PW	22	11922.15	10000000
AMD MSQueue	50PW	23	11984.30	10000000
AMD MSQueue	50PW	23	11667.48	10000000
AMD MSQueue	50PW	23	11670.66	10000000
AMD MSQueue	50PW	23	11695.71	10000000
AMD MSQueue	50PW	23	11707.34	10000000
AMD MSQueue	50PW	23	11685.11	10000000
AMD MSQueue	50PW	23	11680.30	10000000
AMD MSQueue	50PW	23	11731.00	10000000
AMD MSQueue	50PW	23	11717.96	10000000
AMD MSQueue	50PW	23	11752.42	10000000
AMD MSQueue	50PW	24	12398.76	10000000
AMD MSQueue	50PW	24	11866.61	10000000
AMD MSQueue	50PW	24	11745.13	10000000
AMD MSQueue	50PW	24	12002.75	10000000
AMD MSQueue	50PW	24	11784.66	10000000
AMD MSQueue	50PW	24	11778.48	10000000
AMD MSQueue	50PW	24	11768.58	10000000
AMD MSQueue	50PW	24	11831.90	10000000
AMD MSQueue	50PW	24	12264.79	10000000
AMD MSQueue	50PW	24	12050.34	10000000
AMD MSQueue	50PW	25	13902.04	10000000
AMD MSQueue	50PW	25	13341.93	10000000
AMD MSQueue	50PW	25	13434.92	10000000
AMD MSQueue	50PW	25	13470.04	10000000
AMD MSQueue	50PW	25	13431.59	10000000
AMD MSQueue	50PW	25	13423.39	10000000
AMD MSQueue	50PW	25	13454.82	10000000
AMD MSQueue	50PW	25	13468.38	10000000
AMD MSQueue	50PW	25	13437.30	10000000
AMD MSQueue	50PW	25	13402.79	10000000
AMD MSQueue	50PW	26	13786.61	10000000
AMD MSQueue	50PW	26	13485.34	10000000
AMD MSQueue	50PW	26	13477.93	10000000
AMD MSQueue	50PW	26	13460.86	10000000
AMD MSQueue	50PW	26	13483.26	10000000
AMD MSQueue	50PW	26	13531.22	10000000
AMD MSQueue	50PW	26	13512.95	10000000
AMD MSQueue	50PW	26	13520.68	10000000
AMD MSQueue	50PW	26	13470.62	10000000
AMD MSQueue	50PW	26	13496.00	10000000
AMD MSQueue	50PW	27	14172.84	10000000
AMD MSQueue	50PW	27	13910.16	10000000
AMD MSQueue	50PW	27	13905.29	10000000
AMD MSQueue	50PW	27	13979.48	10000000
AMD MSQueue	50PW	27	13934.46	10000000
AMD MSQueue	50PW	27	13955.93	10000000
AMD MSQueue	50PW	27	13963.99	10000000
AMD MSQueue	50PW	27	13923.56	10000000
AMD MSQueue	50PW	27	13911.65	10000000
AMD MSQueue	50PW	27	13943.71	10000000
AMD MSQueue	50PW	28	14233.27	10000000
AMD MSQueue	50PW	28	14519.38	10000000
AMD MSQueue	50PW	28	14042.06	10000000
AMD MSQueue	50PW	28	14931.23	10000000
AMD MSQueue	50PW	28	14195.15	10000000
AMD MSQueue	50PW	28	13963.62	10000000
AMD MSQueue	50PW	28	14071.08	10000000
AMD MSQueue	50PW	28	14011.44	10000000
AMD MSQueue	50PW	28	14044.19	10000000
AMD MSQueue	50PW	28	14052.00	10000000
AMD MSQueue	50PW	28	14322.75	10000000
AMD MSQueue	50PW	28	14106.16	10000000
AMD MSQueue	50PW	29	15316.62	10000000
AMD MSQueue	50PW	29	16458.29	10000000
AMD MSQueue	50PW	29	15673.51	10000000
AMD MSQueue	50PW	29	16446.36	10000000
AMD MSQueue	50PW	29	16434.65	10000000
AMD MSQueue	50PW	29	15743.94	10000000
AMD MSQueue	50PW	29	16466.24	10000000
AMD MSQueue	50PW	29	16458.36	10000000
AMD MSQueue	50PW	29	16021.56	10000000
AMD MSQueue	50PW	29	15477.60	10000000
AMD MSQueue	50PW	29	16461.10	10000000
AMD MSQueue	50PW	29	15319.14	10000000
AMD MSQueue	50PW	29	15710.72	10000000
AMD MSQueue	50PW	29	16150.31	10000000
AMD MSQueue	50PW	29	16464.73	10000000
AMD MSQueue	50PW	30	15949.63	10000000
AMD MSQueue	50PW	30	15780.03	10000000
AMD MSQueue	50PW	30	15704.78	10000000
AMD MSQueue	50PW	30	15755.70	10000000
AMD MSQueue	50PW	30	15682.18	10000000
AMD MSQueue	50PW	30	15801.92	10000000
AMD MSQueue	50PW	30	15821.73	10000000
AMD MSQueue	50PW	30	15702.42	10000000
AMD MSQueue	50PW	30	15691.58	10000000
AMD MSQueue	50PW	30	15666.36	10000000
AMD MSQueue	50PW	31	16458.22	10000000
AMD MSQueue	50PW	31	16806.69	10000000
AMD MSQueue	50PW	31	16157.96	10000000
AMD MSQueue	50PW	31	16823.23	10000000
AMD MSQueue	50PW	31	15952.10	10000000
AMD MSQueue	50PW	31	16807.51	10000000
AMD MSQueue	50PW	31	16815.49	10000000
AMD MSQueue	50PW	31	16812.40	10000000
AMD MSQueue	50PW	31	16818.87	10000000
AMD MSQueue	50PW	31	16483.53	10000000
AMD MSQueue	50PW	32	16111.57	10000000
AMD MSQueue	50PW	32	16112.29	10000000
AMD MSQueue	50PW	32	17373.96	10000000
AMD MSQueue	50PW	32	17381.28	10000000
AMD MSQueue	50PW	32	16982.36	10000000
AMD MSQueue	50PW	32	17370.33	10000000
AMD MSQueue	50PW	32	17353.00	10000000
AMD MSQueue	50PW	32	17370.01	10000000
AMD MSQueue	50PW	32	17371.57	10000000
AMD MSQueue	50PW	32	17367.47	10000000
AMD MSQueue	50PW	32	15833.42	10000000
AMD MSQueue	50PW	32	17217.05	10000000
AMD MSQueue	50PW	32	17359.24	10000000
AMD MSQueue	50PW	32	17367.91	10000000
AMD MSQueue	50PW	32	17383.45	10000000
AMD MSQueue	50PW	33	16850.95	10000000
AMD MSQueue	50PW	33	16967.54	10000000
AMD MSQueue	50PW	33	15661.91	10000000
AMD MSQueue	50PW	33	15782.73	10000000
AMD MSQueue	50PW	33	16793.81	10000000
AMD MSQueue	50PW	33	17075.22	10000000
AMD MSQueue	50PW	33	16431.66	10000000
AMD MSQueue	50PW	33	15770.16	10000000
AMD MSQueue	50PW	33	16527.97	10000000
AMD MSQueue	50PW	33	16598.78	10000000
AMD MSQueue	50PW	33	16314.66	10000000
AMD MSQueue	50PW	33	17068.31	10000000
AMD MSQueue	50PW	33	17063.63	10000000
AMD MSQueue	50PW	33	17071.65	10000000
AMD MSQueue	50PW	33	16033.94	10000000
AMD MSQueue	50PW	34	17532.14	10000000
AMD MSQueue	50PW	34	17548.87	10000000
AMD MSQueue	50PW	34	17551.06	10000000
AMD MSQueue	50PW	34	17526.60	10000000
AMD MSQueue	50PW	34	17790.42	10000000
AMD MSQueue	50PW	34	16654.43	10000000
AMD MSQueue	50PW	34	16638.09	10000000
AMD MSQueue	50PW	34	15403.37	10000000
AMD MSQueue	50PW	34	15775.04	10000000
AMD MSQueue	50PW	34	15532.14	10000000
AMD MSQueue	50PW	34	16658.65	10000000
AMD MSQueue	50PW	34	16649.10	10000000
AMD MSQueue	50PW	34	16654.79	10000000
AMD MSQueue	50PW	34	16647.68	10000000
AMD MSQueue	50PW	34	16407.26	10000000
AMD MSQueue	50PW	35	17297.29	10000000
AMD MSQueue	50PW	35	17394.81	10000000
AMD MSQueue	50PW	35	17450.81	10000000
AMD MSQueue	50PW	35	17443.14	10000000
AMD MSQueue	50PW	35	17450.22	10000000
AMD MSQueue	50PW	35	17465.87	10000000
AMD MSQueue	50PW	35	17462.21	10000000
AMD MSQueue	50PW	35	17452.68	10000000
AMD MSQueue	50PW	35	17453.65	10000000
AMD MSQueue	50PW	35	17454.79	10000000
AMD MSQueue	50PW	36	15660.27	10000000
AMD MSQueue	50PW	36	16259.39	10000000
AMD MSQueue	50PW	36	15734.10	10000000
AMD MSQueue	50PW	36	15727.41	10000000
AMD MSQueue	50PW	36	15733.37	10000000
AMD MSQueue	50PW	36	15733.78	10000000
AMD MSQueue	50PW	36	15735.70	10000000
AMD MSQueue	50PW	36	15729.48	10000000
AMD MSQueue	50PW	36	15734.18	10000000
AMD MSQueue	50PW	36	15734.32	10000000
AMD MSQueue	50PW	37	17760.45	10000000
AMD MSQueue	50PW	37	16566.12	10000000
AMD MSQueue	50PW	37	15660.67	10000000
AMD MSQueue	50PW	37	15666.29	10000000
AMD MSQueue	50PW	37	15660.67	10000000
AMD MSQueue	50PW	37	15663.30	10000000
AMD MSQueue	50PW	37	14348.78	10000000
AMD MSQueue	50PW	37	15658.71	10000000
AMD MSQueue	50PW	37	15651.36	10000000
AMD MSQueue	50PW	37	15652.89	10000000
AMD MSQueue	50PW	37	15659.54	10000000
AMD MSQueue	50PW	37	15647.33	10000000
AMD MSQueue	50PW	37	15276.68	10000000
AMD MSQueue	50PW	37	15657.94	10000000
AMD MSQueue	50PW	37	14485.07	10000000
AMD MSQueue	50PW	38	15610.38	10000000
AMD MSQueue	50PW	38	15472.39	10000000
AMD MSQueue	50PW	38	15385.16	10000000
AMD MSQueue	50PW	38	15475.42	10000000
AMD MSQueue	50PW	38	15476.92	10000000
AMD MSQueue	50PW	38	15475.67	10000000
AMD MSQueue	50PW	38	15471.65	10000000
AMD MSQueue	50PW	38	15479.57	10000000
AMD MSQueue	50PW	38	15480.47	10000000
AMD MSQueue	50PW	38	15486.99	10000000
AMD MSQueue	50PW	39	17775.00	10000000
AMD MSQueue	50PW	39	17755.64	10000000
AMD MSQueue	50PW	39	17773.99	10000000
AMD MSQueue	50PW	39	17763.69	10000000
AMD MSQueue	50PW	39	17747.25	10000000
AMD MSQueue	50PW	39	17731.72	10000000
AMD MSQueue	50PW	39	17771.97	10000000
AMD MSQueue	50PW	39	17757.44	10000000
AMD MSQueue	50PW	39	17752.69	10000000
AMD MSQueue	50PW	39	17777.96	10000000
AMD MSQueue	50PW	40	14393.89	10000000
AMD MSQueue	50PW	40	15430.89	10000000
AMD MSQueue	50PW	40	15430.41	10000000
AMD MSQueue	50PW	40	15460.26	10000000
AMD MSQueue	50PW	40	15428.57	10000000
AMD MSQueue	50PW	40	15433.21	10000000
AMD MSQueue	50PW	40	15437.46	10000000
AMD MSQueue	50PW	40	15440.54	10000000
AMD MSQueue	50PW	40	15437.74	10000000
AMD MSQueue	50PW	40	15446.74	10000000
AMD MSQueue	50PW	40	15432.04	10000000
AMD MSQueue	50PW	41	15696.15	10000000
AMD MSQueue	50PW	41	15584.18	10000000
AMD MSQueue	50PW	41	15570.60	10000000
AMD MSQueue	50PW	41	15607.67	10000000
AMD MSQueue	50PW	41	15598.40	10000000
AMD MSQueue	50PW	41	15583.45	10000000
AMD MSQueue	50PW	41	15590.31	10000000
AMD MSQueue	50PW	41	15565.41	10000000
AMD MSQueue	50PW	41	15578.17	10000000
AMD MSQueue	50PW	41	15572.66	10000000
AMD MSQueue	50PW	42	15509.52	10000000
AMD MSQueue	50PW	42	15528.79	10000000
AMD MSQueue	50PW	42	15518.77	10000000
AMD MSQueue	50PW	42	15528.49	10000000
AMD MSQueue	50PW	42	15511.62	10000000
AMD MSQueue	50PW	42	15496.17	10000000
AMD MSQueue	50PW	42	15513.19	10000000
AMD MSQueue	50PW	42	15517.27	10000000
AMD MSQueue	50PW	42	15498.82	10000000
AMD MSQueue	50PW	42	15492.94	10000000
AMD MSQueue	50PW	43	15593.34	10000000
AMD MSQueue	50PW	43	14140.22	10000000
AMD MSQueue	50PW	43	15415.13	10000000
AMD MSQueue	50PW	43	15400.96	10000000
AMD MSQueue	50PW	43	15421.02	10000000
AMD MSQueue	50PW	43	15417.27	10000000
AMD MSQueue	50PW	43	15413.93	10000000
AMD MSQueue	50PW	43	15400.89	10000000
AMD MSQueue	50PW	43	15401.81	10000000
AMD MSQueue	50PW	43	15401.96	10000000
AMD MSQueue	50PW	43	15397.28	10000000
AMD MSQueue	50PW	43	15411.17	10000000
AMD MSQueue	50PW	44	15615.81	10000000
AMD MSQueue	50PW	44	15451.34	10000000
AMD MSQueue	50PW	44	15452.64	10000000
AMD MSQueue	50PW	44	15455.02	10000000
AMD MSQueue	50PW	44	15438.74	10000000
AMD MSQueue	50PW	44	15437.28	10000000
AMD MSQueue	50PW	44	15455.19	10000000
AMD MSQueue	50PW	44	15485.36	10000000
AMD MSQueue	50PW	44	15448.05	10000000
AMD MSQueue	50PW	44	15447.42	10000000
AMD MSQueue	50PW	45	15484.22	10000000
AMD MSQueue	50PW	45	13889.85	10000000
AMD MSQueue	50PW	45	15684.53	10000000
AMD MSQueue	50PW	45	15682.28	10000000
AMD MSQueue	50PW	45	15679.07	10000000
AMD MSQueue	50PW	45	15671.67	10000000
AMD MSQueue	50PW	45	15659.28	10000000
AMD MSQueue	50PW	45	15664.80	10000000
AMD MSQueue	50PW	45	15664.68	10000000
AMD MSQueue	50PW	45	15657.96	10000000
AMD MSQueue	50PW	45	15662.07	10000000
AMD MSQueue	50PW	45	15649.95	10000000
AMD MSQueue	50PW	46	15720.96	10000000
AMD MSQueue	50PW	46	15732.01	10000000
AMD MSQueue	50PW	46	15703.00	10000000
AMD MSQueue	50PW	46	15699.32	10000000
AMD MSQueue	50PW	46	15701.42	10000000
AMD MSQueue	50PW	46	15712.95	10000000
AMD MSQueue	50PW	46	15696.50	10000000
AMD MSQueue	50PW	46	15696.06	10000000
AMD MSQueue	50PW	46	15705.68	10000000
AMD MSQueue	50PW	46	15700.53	10000000
AMD MSQueue	50PW	47	15880.59	10000000
AMD MSQueue	50PW	47	15810.89	10000000
AMD MSQueue	50PW	47	15802.10	10000000
AMD MSQueue	50PW	47	15814.66	10000000
AMD MSQueue	50PW	47	15837.73	10000000
AMD MSQueue	50PW	47	15812.74	10000000
AMD MSQueue	50PW	47	15809.18	10000000
AMD MSQueue	50PW	47	15818.61	10000000
AMD MSQueue	50PW	47	15811.66	10000000
AMD MSQueue	50PW	47	15801.84	10000000
AMD MSQueue	50PW	48	16036.02	10000000
AMD MSQueue	50PW	48	16002.32	10000000
AMD MSQueue	50PW	48	15996.92	10000000
AMD MSQueue	50PW	48	16028.58	10000000
AMD MSQueue	50PW	48	16026.25	10000000
AMD MSQueue	50PW	48	16021.23	10000000
AMD MSQueue	50PW	48	16000.81	10000000
AMD MSQueue	50PW	48	16018.17	10000000
AMD MSQueue	50PW	48	16011.68	10000000
AMD MSQueue	50PW	48	16015.29	10000000
AMD MSQueue	50PW	49	16328.72	10000000
AMD MSQueue	50PW	49	16220.28	10000000
AMD MSQueue	50PW	49	16223.13	10000000
AMD MSQueue	50PW	49	16221.69	10000000
AMD MSQueue	50PW	49	16209.97	10000000
AMD MSQueue	50PW	49	16204.51	10000000
AMD MSQueue	50PW	49	16228.14	10000000
AMD MSQueue	50PW	49	16223.27	10000000
AMD MSQueue	50PW	49	16213.22	10000000
AMD MSQueue	50PW	49	16213.69	10000000
AMD MSQueue	50PW	50	16392.90	10000000
AMD MSQueue	50PW	50	16374.71	10000000
AMD MSQueue	50PW	50	16396.99	10000000
AMD MSQueue	50PW	50	16384.49	10000000
AMD MSQueue	50PW	50	16380.79	10000000
AMD MSQueue	50PW	50	16398.02	10000000
AMD MSQueue	50PW	50	16386.87	10000000
AMD MSQueue	50PW	50	16373.66	10000000
AMD MSQueue	50PW	50	16386.25	10000000
AMD MSQueue	50PW	50	16392.64	10000000
AMD MSQueue	50PW	51	16824.94	10000000
AMD MSQueue	50PW	51	16617.18	10000000
AMD MSQueue	50PW	51	16609.18	10000000
AMD MSQueue	50PW	51	16571.03	10000000
AMD MSQueue	50PW	51	16588.55	10000000
AMD MSQueue	50PW	51	16625.26	10000000
AMD MSQueue	50PW	51	15791.00	10000000
AMD MSQueue	50PW	51	16622.38	10000000
AMD MSQueue	50PW	51	16631.50	10000000
AMD MSQueue	50PW	51	16610.20	10000000
AMD MSQueue	50PW	52	16945.62	10000000
AMD MSQueue	50PW	52	16911.05	10000000
AMD MSQueue	50PW	52	16913.37	10000000
AMD MSQueue	50PW	52	16930.53	10000000
AMD MSQueue	50PW	52	16910.42	10000000
AMD MSQueue	50PW	52	16914.48	10000000
AMD MSQueue	50PW	52	16912.56	10000000
AMD MSQueue	50PW	52	16929.76	10000000
AMD MSQueue	50PW	52	16955.11	10000000
AMD MSQueue	50PW	52	16916.65	10000000
AMD MSQueue	50PW	53	17200.49	10000000
AMD MSQueue	50PW	53	17223.19	10000000
AMD MSQueue	50PW	53	17216.73	10000000
AMD MSQueue	50PW	53	17215.80	10000000
AMD MSQueue	50PW	53	17246.49	10000000
AMD MSQueue	50PW	53	17219.34	10000000
AMD MSQueue	50PW	53	17254.02	10000000
AMD MSQueue	50PW	53	17228.05	10000000
AMD MSQueue	50PW	53	17229.26	10000000
AMD MSQueue	50PW	53	17245.93	10000000
AMD MSQueue	50PW	54	18002.85	10000000
AMD MSQueue	50PW	54	17453.53	10000000
AMD MSQueue	50PW	54	17431.46	10000000
AMD MSQueue	50PW	54	17439.74	10000000
AMD MSQueue	50PW	54	17450.85	10000000
AMD MSQueue	50PW	54	17426.94	10000000
AMD MSQueue	50PW	54	17409.44	10000000
AMD MSQueue	50PW	54	17422.05	10000000
AMD MSQueue	50PW	54	17430.98	10000000
AMD MSQueue	50PW	54	17428.16	10000000
AMD MSQueue	50PW	55	17888.17	10000000
AMD MSQueue	50PW	55	17765.86	10000000
AMD MSQueue	50PW	55	17778.44	10000000
AMD MSQueue	50PW	55	17778.87	10000000
AMD MSQueue	50PW	55	17769.97	10000000
AMD MSQueue	50PW	55	17758.85	10000000
AMD MSQueue	50PW	55	17788.40	10000000
AMD MSQueue	50PW	55	17777.94	10000000
AMD MSQueue	50PW	55	17769.48	10000000
AMD MSQueue	50PW	55	17788.97	10000000
AMD MSQueue	50PW	56	18092.80	10000000
AMD MSQueue	50PW	56	18110.59	10000000
AMD MSQueue	50PW	56	18091.98	10000000
AMD MSQueue	50PW	56	18108.83	10000000
AMD MSQueue	50PW	56	18101.09	10000000
AMD MSQueue	50PW	56	18095.43	10000000
AMD MSQueue	50PW	56	18098.98	10000000
AMD MSQueue	50PW	56	18107.90	10000000
AMD MSQueue	50PW	56	18085.63	10000000
AMD MSQueue	50PW	56	18107.93	10000000
AMD MSQueue	50PW	57	18443.21	10000000
AMD MSQueue	50PW	57	18451.70	10000000
AMD MSQueue	50PW	57	18445.91	10000000
AMD MSQueue	50PW	57	18435.53	10000000
AMD MSQueue	50PW	57	18431.83	10000000
AMD MSQueue	50PW	57	18422.73	10000000
AMD MSQueue	50PW	57	18428.61	10000000
AMD MSQueue	50PW	57	18431.00	10000000
AMD MSQueue	50PW	57	18450.56	10000000
AMD MSQueue	50PW	57	18418.94	10000000
AMD MSQueue	50PW	58	18707.61	10000000
AMD MSQueue	50PW	58	18718.58	10000000
AMD MSQueue	50PW	58	18691.68	10000000
AMD MSQueue	50PW	58	18686.15	10000000
AMD MSQueue	50PW	58	18698.07	10000000
AMD MSQueue	50PW	58	18697.91	10000000
AMD MSQueue	50PW	58	18693.33	10000000
AMD MSQueue	50PW	58	18707.56	10000000
AMD MSQueue	50PW	58	18683.90	10000000
AMD MSQueue	50PW	58	18701.04	10000000
AMD MSQueue	50PW	59	15434.73	10000000
AMD MSQueue	50PW	59	19176.56	10000000
AMD MSQueue	50PW	59	19160.18	10000000
AMD MSQueue	50PW	59	19726.06	10000000
AMD MSQueue	50PW	59	19148.34	10000000
AMD MSQueue	50PW	59	19144.61	10000000
AMD MSQueue	50PW	59	19140.06	10000000
AMD MSQueue	50PW	59	19142.08	10000000
AMD MSQueue	50PW	59	19146.20	10000000
AMD MSQueue	50PW	59	19122.78	10000000
AMD MSQueue	50PW	59	19143.20	10000000
AMD MSQueue	50PW	60	19589.47	10000000
AMD MSQueue	50PW	60	19606.82	10000000
AMD MSQueue	50PW	60	19600.92	10000000
AMD MSQueue	50PW	60	19583.06	10000000
AMD MSQueue	50PW	60	19581.24	10000000
AMD MSQueue	50PW	60	19596.75	10000000
AMD MSQueue	50PW	60	19594.21	10000000
AMD MSQueue	50PW	60	19596.26	10000000
AMD MSQueue	50PW	60	19583.30	10000000
AMD MSQueue	50PW	60	19581.88	10000000
AMD MSQueue	50PW	61	19726.51	10000000
AMD MSQueue	50PW	61	20002.00	10000000
AMD MSQueue	50PW	61	19982.01	10000000
AMD MSQueue	50PW	61	19994.59	10000000
AMD MSQueue	50PW	61	20018.44	10000000
AMD MSQueue	50PW	61	19983.35	10000000
AMD MSQueue	50PW	61	19984.78	10000000
AMD MSQueue	50PW	61	20004.21	10000000
AMD MSQueue	50PW	61	20488.35	10000000
AMD MSQueue	50PW	61	19940.11	10000000
AMD MSQueue	50PW	62	20532.45	10000000
AMD MSQueue	50PW	62	20345.64	10000000
AMD MSQueue	50PW	62	20342.65	10000000
AMD MSQueue	50PW	62	21456.41	10000000
AMD MSQueue	50PW	62	20263.67	10000000
AMD MSQueue	50PW	62	20268.77	10000000
AMD MSQueue	50PW	62	20270.02	10000000
AMD MSQueue	50PW	62	20272.65	10000000
AMD MSQueue	50PW	62	20271.81	10000000
AMD MSQueue	50PW	62	20269.13	10000000
AMD MSQueue	50PW	63	20878.21	10000000
AMD MSQueue	50PW	63	20844.48	10000000
